latitude,longitude,latitude.3,longitude.3,latitude_moved,longitude_moved,dist_moved,latitude.2,longitude.2,i.latitude_moved,i.longitude_moved,i.dist_moved,latitude.1,longitude.1,i.latitude_moved.2,i.longitude_moved.2,i.dist_moved.2,year,month,country,basisOfRecord,i.latitude_moved.1,i.longitude_moved.1,i.dist_moved.1,BelgiumCoast_seaway,BelgiumCoast_geodesic,Gdynia_seaway,Gdynia_geodesic,Koster_seaway,Koster_geodesic,Limfjord_seaway,Limfjord_geodesic,SWC_seaway,SWC_geodesic,TZS_seaway,TZS_geodesic,Toralla_seaway,Toralla_geodesic
51.034847,4.105823,51.034847,4.105823,51.35,4.25,36.5,51.034847,4.105823,51.35,4.25,36.5,51.034847,4.105823,51.35,4.25,36.5,1996,3,Belgium,OCCURRENCE,51.35,4.25000000000001,36.5,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.175823,4.327717,51.175823,4.327717,51.35,4.25,20.13,51.175823,4.327717,51.35,4.25,20.13,51.175823,4.327717,51.35,4.25,20.13,1996,3,Belgium,OCCURRENCE,51.35,4.25000000000001,20.13,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.049152,4.060539,51.049152,4.060539,51.35,4.25,36,51.049152,4.060539,51.35,4.25,36,51.049152,4.060539,51.35,4.25,36,1996,3,Belgium,OCCURRENCE,51.35,4.25000000000001,36,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.121445,4.219643,51.121445,4.219643,51.35,4.25,25.53,51.121445,4.219643,51.35,4.25,25.53,51.121445,4.219643,51.35,4.25,25.53,1996,3,Belgium,OCCURRENCE,51.35,4.25000000000001,25.53,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.05313,4.132248,51.05313,4.132248,51.35,4.25,34.05,51.05313,4.132248,51.35,4.25,34.05,51.05313,4.132248,51.35,4.25,34.05,1996,3,Belgium,OCCURRENCE,51.35,4.25000000000001,34.05,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.34774,4.263155,51.34774,4.263155,51.34774,4.263155,0,51.34774,4.263155,51.34774,4.263155,0,51.34774,4.263155,51.34774,4.263155,0,1996,5,Belgium,OCCURRENCE,,,,104,78,1563,1026,969,944,746,693,943,854,1992,1516,1586,1417
51.34774,4.263155,51.34774,4.263155,51.34774,4.263155,0,51.34774,4.263155,51.34774,4.263155,0,51.34774,4.263155,51.34774,4.263155,0,1996,5,Belgium,OCCURRENCE,,,,104,78,1563,1026,969,944,746,693,943,854,1992,1516,1586,1417
51.34774,4.263155,51.34774,4.263155,51.34774,4.263155,0,51.34774,4.263155,51.34774,4.263155,0,51.34774,4.263155,51.34774,4.263155,0,1996,5,Belgium,OCCURRENCE,,,,104,78,1563,1026,969,944,746,693,943,854,1992,1516,1586,1417
51.295227,4.295644,51.295227,4.295644,51.35,4.25,6.87,51.295227,4.295644,51.35,4.25,6.87,51.295227,4.295644,51.35,4.25,6.87,1996,5,Belgium,OCCURRENCE,51.35,4.25000000000001,6.87,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.295227,4.295644,51.295227,4.295644,51.35,4.25,6.87,51.295227,4.295644,51.35,4.25,6.87,51.295227,4.295644,51.35,4.25,6.87,1996,5,Belgium,OCCURRENCE,51.35,4.25000000000001,6.87,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.295227,4.295644,51.295227,4.295644,51.35,4.25,6.87,51.295227,4.295644,51.35,4.25,6.87,51.295227,4.295644,51.35,4.25,6.87,1996,5,Belgium,OCCURRENCE,51.35,4.25000000000001,6.87,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.223267,4.394064,51.223267,4.394064,51.35,4.25,17.31,51.223267,4.394064,51.35,4.25,17.31,51.223267,4.394064,51.35,4.25,17.31,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,17.31,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.223267,4.394064,51.223267,4.394064,51.35,4.25,17.31,51.223267,4.394064,51.35,4.25,17.31,51.223267,4.394064,51.35,4.25,17.31,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,17.31,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.223267,4.394064,51.223267,4.394064,51.35,4.25,17.31,51.223267,4.394064,51.35,4.25,17.31,51.223267,4.394064,51.35,4.25,17.31,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,17.31,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.034847,4.105823,51.034847,4.105823,51.35,4.25,36.5,51.034847,4.105823,51.35,4.25,36.5,51.034847,4.105823,51.35,4.25,36.5,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,36.5,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.323135,4.270282,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,1995,8,Belgium,OCCURRENCE,,,,104,78,1563,1026,969,946,746,695,943,856,1992,1518,1586,1416
51.323135,4.270282,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,1995,8,Belgium,OCCURRENCE,,,,104,78,1563,1026,969,946,746,695,943,856,1992,1518,1586,1416
51.323135,4.270282,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,1995,8,Belgium,OCCURRENCE,,,,104,78,1563,1026,969,946,746,695,943,856,1992,1518,1586,1416
51.26649,4.304915,51.26649,4.304915,51.35,4.25,10.05,51.26649,4.304915,51.35,4.25,10.05,51.26649,4.304915,51.35,4.25,10.05,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,10.05,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.26649,4.304915,51.26649,4.304915,51.35,4.25,10.05,51.26649,4.304915,51.35,4.25,10.05,51.26649,4.304915,51.35,4.25,10.05,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,10.05,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.082222,4.366111,51.082222,4.366111,51.35,4.25,30.89,51.082222,4.366111,51.35,4.25,30.89,51.082222,4.366111,51.35,4.25,30.89,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,30.89,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.291542,4.313483,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,7.86,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.291542,4.313483,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,7.86,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.291542,4.313483,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,7.86,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.26397,4.302569,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,10.25,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.26397,4.302569,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,10.25,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.121445,4.219643,51.121445,4.219643,51.35,4.25,25.53,51.121445,4.219643,51.35,4.25,25.53,51.121445,4.219643,51.35,4.25,25.53,1995,8,Belgium,OCCURRENCE,51.35,4.25000000000001,25.53,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.346298,4.2854,51.346298,4.2854,51.346298,4.2854,0,51.346298,4.2854,51.346298,4.2854,0,51.346298,4.2854,51.346298,4.2854,0,1995,8,Belgium,OCCURRENCE,,,,104,79,1563,1024,969,943,746,692,943,853,1992,1515,1586,1418
51.346298,4.2854,51.346298,4.2854,51.346298,4.2854,0,51.346298,4.2854,51.346298,4.2854,0,51.346298,4.2854,51.346298,4.2854,0,1995,8,Belgium,OCCURRENCE,,,,104,79,1563,1024,969,943,746,692,943,853,1992,1515,1586,1418
51.346298,4.2854,51.346298,4.2854,51.346298,4.2854,0,51.346298,4.2854,51.346298,4.2854,0,51.346298,4.2854,51.346298,4.2854,0,1995,8,Belgium,OCCURRENCE,,,,104,79,1563,1024,969,943,746,692,943,853,1992,1515,1586,1418
51.323135,4.270282,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,1995,10,Belgium,OCCURRENCE,,,,104,78,1563,1026,969,946,746,695,943,856,1992,1518,1586,1416
51.323135,4.270282,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,51.323135,4.270282,51.323135,4.270282,0,1995,10,Belgium,OCCURRENCE,,,,104,78,1563,1026,969,946,746,695,943,856,1992,1518,1586,1416
51.291542,4.313483,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,1995,10,Belgium,OCCURRENCE,51.35,4.25000000000001,7.86,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.291542,4.313483,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,1995,10,Belgium,OCCURRENCE,51.35,4.25000000000001,7.86,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.291542,4.313483,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,51.291542,4.313483,51.35,4.25,7.86,1995,10,Belgium,OCCURRENCE,51.35,4.25000000000001,7.86,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.26397,4.302569,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,1995,10,Belgium,OCCURRENCE,51.35,4.25000000000001,10.25,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.26397,4.302569,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,1995,10,Belgium,OCCURRENCE,51.35,4.25000000000001,10.25,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.26397,4.302569,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,51.26397,4.302569,51.35,4.25,10.25,1995,10,Belgium,OCCURRENCE,51.35,4.25000000000001,10.25,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.346298,4.2854,51.346298,4.2854,51.346298,4.2854,0,51.346298,4.2854,51.346298,4.2854,0,51.346298,4.2854,51.346298,4.2854,0,1995,10,Belgium,OCCURRENCE,,,,104,79,1563,1024,969,943,746,692,943,853,1992,1515,1586,1418
51.252205,4.322323,51.252205,4.322323,51.35,4.25,11.99,51.252205,4.322323,51.35,4.25,11.99,51.252205,4.322323,51.35,4.25,11.99,1995,12,Belgium,OCCURRENCE,51.35,4.25000000000001,11.99,104,77,1563,1026,969,944,746,693,943,854,1992,1517,1586,1416
51.22835,2.9518,51.22835,2.9518,51.25,2.85000000000002,7.49,51.22835,2.9518,51.25,2.85000000000002,7.49,51.22835,2.9518,51.25,2.85000000000002,7.49,1962,,Belgium,OCCURRENCE,51.25,2.85000000000001,7.49,25,24,1595,1120,1002,998,778,748,975,917,2025,1593,1460,1337
51.22835,2.9518,51.22835,2.9518,51.25,2.85000000000002,7.49,51.22835,2.9518,51.25,2.85000000000002,7.49,51.22835,2.9518,51.25,2.85000000000002,7.49,1961,,Belgium,OCCURRENCE,51.25,2.85000000000001,7.49,25,24,1595,1120,1002,998,778,748,975,917,2025,1593,1460,1337
54.48522,18.57111,54.48522,18.57111,54.45,18.65,6.44,54.48522,18.57111,54.45,18.65,6.44,54.48522,18.57111,54.45,18.65,6.44,,,Poland,OCCURRENCE,54.45,18.65,6.44,1576,1096,0,0,813,675,831,662,673,561,665,661,3015,2421
36.9964,-6.4173,36.9964,-6.4173,36.95,-6.54999999999998,12.88,36.9964,-6.4173,36.95,-6.54999999999998,12.88,36.9964,-6.4173,36.95,-6.54999999999998,12.88,,,Spain,OCCURRENCE,36.95,-6.54999999999999,12.88,2268,1775,3799,2735,3204,2752,2984,2503,3179,2668,4229,3313,810,616
