latitude,longitude,latitude_moved,longitude_moved,dist_moved,i.latitude_moved,i.longitude_moved,i.dist_moved,i.latitude_moved.4,i.longitude_moved.4,i.dist_moved.4,i.latitude_moved.3,i.longitude_moved.3,i.dist_moved.3,i.latitude_moved.2,i.longitude_moved.2,i.dist_moved.2,year,month,country,basisOfRecord,latitude_moved.x,longitude_moved.x,dist_moved.x,GulfofPiran_seaway.x,GulfofPiran_geodesic.x,RavennaH_seaway.x,RavennaH_geodesic.x,RavennaM_seaway.x,RavennaM_geodesic.x,latitude_moved.y,longitude_moved.y,dist_moved.y,GulfofPiran_seaway.y,GulfofPiran_geodesic.y,RavennaH_seaway.y,RavennaH_geodesic.y,RavennaM_seaway.y,RavennaM_geodesic.y,i.latitude_moved.1,i.longitude_moved.1,i.dist_moved.1,GulfofPiran_seaway,GulfofPiran_geodesic,RavennaH_seaway,RavennaH_geodesic,RavennaM_seaway,RavennaM_geodesic
46.137592,14.890636,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,,,Slovenia,MATERIAL_SAMPLE,45.35,14.35,97.21,178,64,210,187,210,187,45.35,14.35,97.21,178,64,210,187,210,187,45.35,14.35,97.21,178,64,210,187,210,187
46.137592,14.890636,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,,,Slovenia,MATERIAL_SAMPLE,45.35,14.35,97.21,178,64,210,187,210,187,45.35,14.35,97.21,178,64,210,187,210,187,45.35,14.35,97.21,178,64,210,187,210,187
46.137592,14.890636,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,,,Slovenia,MATERIAL_SAMPLE,45.35,14.35,97.21,178,64,210,187,210,187,45.35,14.35,97.21,178,64,210,187,210,187,45.35,14.35,97.21,178,64,210,187,210,187
46.137592,14.890636,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,45.35,14.35,97.21,,,Slovenia,MATERIAL_SAMPLE,45.35,14.35,97.21,178,64,210,187,210,187,45.35,14.35,97.21,178,64,210,187,210,187,45.35,14.35,97.21,178,64,210,187,210,187
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
42.98201,12.763658,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,43.65,13.45,92.84,,,Italy,MATERIAL_SAMPLE,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125,43.65,13.45,92.84,212,208,127,125,127,125
45.53,13.556,45.53,13.556,0,45.53,13.556,0,45.53,13.556,0,45.53,13.556,0,45.53,13.556,0,,,Slovenia,MATERIAL_SAMPLE,,,,0,2,155,153,155,153,,,,0,2,155,153,155,153,,,,0,2,155,153,155,153
45.547,13.722,45.55,13.65,5.62,45.55,13.65,5.62,45.55,13.65,5.62,45.55,13.65,5.62,45.55,13.65,5.62,,,Slovenia,MATERIAL_SAMPLE,45.55,13.65,5.62,8,7,161,160,161,160,45.55,13.65,5.62,8,7,161,160,161,160,45.55,13.65,5.62,8,7,161,160,161,160
45.547,13.722,45.55,13.65,5.62,45.55,13.65,5.62,45.55,13.65,5.62,45.55,13.65,5.62,45.55,13.65,5.62,,,Slovenia,MATERIAL_SAMPLE,45.55,13.65,5.62,8,7,161,160,161,160,45.55,13.65,5.62,8,7,161,160,161,160,45.55,13.65,5.62,8,7,161,160,161,160
