latitude,longitude,year,month,country,basisOfRecord,latitude_moved,longitude_moved,dist_moved
51.33748,4.20502,2023,5,Netherlands,HUMAN_OBSERVATION,51.33748,4.20502,0
51.39605,0.56231,2014,8,United Kingdom of Great Britain and Northern Ireland,HUMAN_OBSERVATION,51.45,0.75,14.35
51.39615,0.562998,2012,3,United Kingdom of Great Britain and Northern Ireland,HUMAN_OBSERVATION,51.45,0.75,14.3
51.397297,0.559522,2023,6,United Kingdom of Great Britain and Northern Ireland,MATERIAL_SAMPLE,51.45,0.75,14.47
51.397297,0.559522,2023,6,United Kingdom of Great Britain and Northern Ireland,MATERIAL_SAMPLE,51.45,0.75,14.47
51.397297,0.559522,2023,6,United Kingdom of Great Britain and Northern Ireland,MATERIAL_SAMPLE,51.45,0.75,14.47
51.44,3.55,1970,12,Netherlands,HUMAN_OBSERVATION,51.44,3.55,0
51.44,3.55,1961,4,Netherlands,HUMAN_OBSERVATION,51.44,3.55,0
51.771858,-4.913972,1960,6,United Kingdom of Great Britain and Northern Ireland,HUMAN_OBSERVATION,51.65,-5.04999999999998,16.49
51.99,4.11,1995,3,Netherlands,HUMAN_OBSERVATION,52.05,4.15000000000001,7.22
52.11,4.27,1955,10,Netherlands,HUMAN_OBSERVATION,52.11,4.27,0
52.2,4.38,1981,11,Netherlands,HUMAN_OBSERVATION,52.25,4.35000000000002,5.93
52.205,4.39,2022,1,Netherlands,HUMAN_OBSERVATION,52.205,4.39,0
52.22,4.4,1982,11,Netherlands,HUMAN_OBSERVATION,52.25,4.35000000000002,4.77
52.259,4.438,1981,2,Netherlands,HUMAN_OBSERVATION,52.25,4.35000000000002,6.08
52.259,4.438,1955,10,Netherlands,HUMAN_OBSERVATION,52.25,4.35000000000002,6.08
52.48,4.57,1958,1,Netherlands,HUMAN_OBSERVATION,52.48,4.57,0
52.48,4.57,1958,1,Netherlands,HUMAN_OBSERVATION,52.48,4.57,0
52.49,4.58,1964,10,Netherlands,HUMAN_OBSERVATION,52.49,4.58,0
52.684,4.632,2023,11,Netherlands,HUMAN_OBSERVATION,52.65,4.55000000000001,6.71
52.76,4.64,2023,11,Netherlands,HUMAN_OBSERVATION,52.76,4.64,0
52.991,4.727,2020,12,Netherlands,HUMAN_OBSERVATION,52.95,4.65000000000001,6.89
53.417,5.324,1984,1,Netherlands,HUMAN_OBSERVATION,53.417,5.324,0
53.417,5.324,1984,1,Netherlands,HUMAN_OBSERVATION,53.417,5.324,0
53.417,5.324,1984,1,Netherlands,HUMAN_OBSERVATION,53.417,5.324,0
60.151716,-1.130133,1988,1,United Kingdom of Great Britain and Northern Ireland,MATERIAL_SAMPLE,60.15,-1.04999999999998,4.44
